id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
269,7.3,0.38,0.32,2.1,0.073,5.0,12.0,0.9966,3.28,0.51,11.3,8.0
270,7.1,0.545,0.06,1.5,0.086,6.0,14.0,0.9974,3.34,0.54,9.2,5.0
271,8.2,0.38,0.4,1.8,0.09,8.0,24.0,0.998,3.33,0.79,10.3,6.0
272,8.7,0.36,0.33,2.0,0.085,3.0,11.0,0.9964,3.17,0.65,10.4,6.0
273,8.7,0.55,0.36,2.2,0.083,6.0,23.0,0.9978,3.28,0.61,9.3,5.0
274,8.7,0.635,0.18,5.5,0.074,11.0,60.0,0.9965,3.2,0.58,10.5,6.0
275,6.4,0.58,0.14,2.3,0.077,13.0,21.0,0.99572,3.34,0.64,10.1,5.0
276,7.5,0.5,0.05,2.4,0.067,15.0,23.0,0.9964,3.36,0.59,11.6,7.0
277,7.7,0.55,0.17,2.1,0.078,14.0,48.0,0.99616,3.39,0.54,9.6,6.0
278,7.0,0.39,0.28,2.2,0.074,18.0,34.0,0.9972,3.24,0.71,9.6,6.0
279,7.6,0.4,0.21,2.8,0.079,8.0,17.0,0.9956,3.42,0.59,12.5,7.0
280,8.3,0.69,0.0,2.0,0.077,19.0,58.0,0.9961,3.15,0.53,9.2,6.0
281,8.3,0.53,0.25,2.2,0.072,7.0,28.0,0.9982,3.2,0.82,10.9,6.0
282,6.3,0.56,0.19,2.6,0.08,10.0,46.0,0.99448,3.56,0.59,11.4,5.0
283,7.0,0.47,0.27,1.9,0.092,11.0,64.0,0.99616,3.35,0.7,9.7,6.0
284,10.0,0.61,0.55,2.2,0.071,6.0,22.0,0.9963,3.31,0.55,10.3,4.0
285,12.5,0.41,0.42,2.4,0.072,6.0,23.0,0.9964,3.24,0.62,9.4,6.0
286,12.7,0.6,0.74,2.6,0.039,25.0,46.0,1.0002,3.32,0.44,9.1,6.0
287,10.0,0.32,0.41,2.2,0.081,10.0,37.0,0.9982,3.3,0.89,9.9,5.0
288,8.6,0.28,0.31,2.2,0.094,15.0,74.0,0.99504,3.25,0.57,9.7,6.0
289,10.1,0.37,0.49,2.2,0.089,5.0,10.0,0.99704,3.39,0.71,11.7,7.0
290,7.2,0.43,0.24,2.1,0.086,26.0,46.0,0.9994,3.27,0.74,11.0,6.0
291,9.9,0.53,0.26,2.0,0.079,5.0,19.0,0.9971,3.38,0.58,9.8,6.0
292,7.3,0.61,0.01,1.8,0.078,9.0,18.0,0.9955,3.35,0.62,9.4,5.0
293,9.9,0.38,0.49,2.3,0.076,7.0,31.0,0.998,3.19,0.64,9.0,5.0
294,7.0,0.59,0.08,3.6,0.066,18.0,64.0,0.99652,3.38,0.49,10.0,6.0
295,8.1,0.5,0.2,2.1,0.077,15.0,58.0,0.9974,3.5,0.62,10.2,6.0
296,8.9,0.45,0.31,2.0,0.079,5.0,14.0,0.9969,3.28,0.54,9.5,5.0
297,7.2,0.47,0.11,2.4,0.077,17.0,81.0,0.9973,3.48,0.47,9.4,6.0
298,7.4,0.5,0.18,2.0,0.07,35.0,61.0,0.9968,3.17,0.61,11.0,5.0
299,9.3,0.55,0.24,1.7,0.0969999999999999,5.0,19.0,0.9976,3.16,0.7,9.4,6.0
300,11.9,0.4,0.55,2.3,0.095,7.0,22.0,0.9976,3.16,0.8,11.3,8.0
301,8.7,0.69,0.09,2.0,0.066,5.0,7.0,0.9962,3.39,0.6,9.8,5.0
302,7.3,0.32,0.39,2.1,0.084,13.0,28.0,0.99672,3.29,0.55,9.4,5.0
303,10.0,0.47,0.47,2.2,0.091,32.0,44.0,0.99702,3.27,0.6,9.5,6.0
304,9.1,0.32,0.48,1.4,0.0969999999999999,13.0,28.0,0.9986,3.16,0.6,9.6,5.0
305,6.5,0.53,0.03,1.8,0.084,26.0,59.0,0.99668,3.3,0.59,9.3,6.0
306,7.7,0.66,0.0,1.7,0.077,14.0,28.0,0.9982,3.39,0.53,9.5,6.0
307,7.0,0.42,0.31,2.0,0.077,17.0,41.0,0.9987,3.27,0.5,9.5,5.0
308,8.3,0.59,0.26,2.4,0.074,12.0,64.0,0.9956,3.4,0.55,9.9,5.0
309,8.3,0.5,0.31,1.7,0.094,10.0,23.0,0.9976,3.31,0.73,10.7,6.0
310,8.2,0.49,0.24,1.5,0.078,19.0,28.0,0.9982,3.34,0.62,9.5,6.0
311,8.3,0.51,0.29,2.7,0.07,25.0,60.0,0.99786,3.28,0.57,9.8,4.0
312,7.1,0.52,0.25,2.2,0.071,14.0,59.0,0.99572,3.41,0.63,11.9,5.0
313,8.9,0.65,0.01,1.8,0.078,7.0,39.0,0.9956,3.32,0.58,10.2,5.0
314,7.8,0.59,0.02,1.6,0.086,6.0,12.0,0.99586,3.42,0.68,10.5,7.0
315,8.4,0.41,0.32,2.0,0.079,13.0,33.0,0.9964,3.21,0.78,9.8,5.0
316,7.5,0.45,0.42,2.3,0.067,15.0,26.0,0.99572,3.5,0.68,12.2,5.0
317,7.4,0.58,0.02,2.2,0.071,15.0,28.0,0.9976,3.53,0.51,9.2,5.0
318,6.2,0.51,0.03,2.1,0.077,15.0,65.0,0.99592,3.38,0.63,13.0,4.0
319,8.1,0.36,0.4,2.6,0.072,5.0,20.0,0.9972,3.08,0.77,9.2,7.0
320,7.2,0.43,0.31,2.1,0.074,17.0,60.0,0.99736,3.57,0.59,9.4,5.0
321,7.8,0.33,0.49,2.3,0.078,24.0,58.0,0.99498,3.2,0.61,11.5,6.0
322,7.0,0.57,0.01,2.3,0.077,13.0,46.0,0.9982,3.51,0.66,9.7,6.0
323,8.8,0.59,0.11,2.0,0.083,6.0,14.0,0.9962,3.25,0.53,9.2,6.0
324,7.6,0.29,0.49,2.1,0.074,11.0,23.0,0.99702,3.36,0.61,9.5,5.0
325,9.3,0.28,0.44,2.3,0.08,6.0,38.0,0.99538,3.35,0.64,10.1,6.0
326,8.7,0.46,0.49,2.3,0.075,8.0,20.0,0.998,3.21,0.44,9.7,5.0
327,7.7,0.61,0.26,1.8,0.077,18.0,43.0,0.99539,3.2,0.54,9.5,5.0
328,7.7,0.41,0.42,2.4,0.084,6.0,12.0,0.9964,3.39,0.58,11.0,5.0
329,8.2,0.615,0.05,2.3,0.07,14.0,36.0,0.99736,3.52,0.54,9.2,6.0
330,8.1,0.74,0.14,2.2,0.095,30.0,46.0,0.9976,3.5,0.56,9.8,6.0
331,8.5,0.64,0.31,2.0,0.086,12.0,27.0,0.99708,3.16,0.54,9.8,6.0
332,8.8,0.42,0.4,3.0,0.077,16.0,43.0,0.9976,3.22,0.82,11.2,6.0
333,7.6,0.47,0.46,2.1,0.081,17.0,29.0,0.99592,3.3,0.62,11.6,5.0
334,7.5,0.59,0.0,2.2,0.095,14.0,38.0,0.9972,3.57,0.57,11.3,5.0
335,6.2,0.57,0.07,2.0,0.084,11.0,62.0,0.99648,3.36,0.65,11.566666666666698,5.0
336,7.8,0.56,0.03,2.4,0.063,15.0,40.0,0.99498,3.2,0.46,10.4,6.0
337,7.3,0.43,0.45,2.1,0.08,26.0,52.0,0.99733,3.42,0.57,9.3,5.0
338,5.0,0.41,0.55,1.5,0.079,6.0,24.0,0.9982,3.39,0.82,9.3,4.0
339,6.8,0.53,0.11,2.1,0.08,18.0,38.0,0.99744,3.52,0.52,10.1,6.0
340,7.8,0.52,0.19,2.6,0.077,14.0,24.0,0.9964,3.34,0.66,11.9,7.0
341,15.3,0.49,0.53,3.0,0.0819999999999999,6.0,15.0,1.0004,3.02,0.77,10.2,4.0
342,8.4,0.51,0.32,3.3,0.078,32.0,49.0,0.99616,3.26,0.74,10.4,6.0
343,7.9,0.65,0.0,1.8,0.0819999999999999,8.0,17.0,0.99565,3.51,0.54,12.4,7.0
344,7.4,0.39,0.0,1.6,0.079,6.0,17.0,0.9981,3.52,0.59,9.9,5.0
345,11.6,0.29,0.45,3.75,0.086,6.0,16.0,0.9988,3.2,0.84,10.1,6.0
346,7.6,0.51,0.08,2.2,0.062,5.0,19.0,0.9948,3.47,0.57,9.5,5.0
347,6.8,0.47,0.13,2.0,0.079,18.0,37.0,0.9976,3.44,0.56,9.7,5.0
348,7.3,0.6,0.05,2.2,0.091,8.0,16.0,0.99633,3.26,0.62,9.4,5.0
349,10.1,0.37,0.48,2.4,0.088,12.0,24.0,0.9996,3.27,0.51,10.1,7.0
350,8.6,0.53,0.14,2.4,0.074,6.0,17.0,0.9959,3.22,0.49,9.4,5.0
351,8.0,0.56,0.0,1.8,0.08,13.0,31.0,0.99639,3.36,0.6,9.4,5.0
352,10.8,0.31,0.69,2.2,0.08,5.0,19.0,0.99642,3.26,0.68,12.0,5.0
353,7.9,0.51,0.29,2.4,0.095,9.0,26.0,0.9984,3.16,0.57,10.0,6.0
354,6.7,0.715,0.0,2.2,0.077,29.0,48.0,0.9969,3.57,0.56,10.7,5.0
355,8.3,0.49,0.42,1.8,0.074,7.0,28.0,0.9992,3.26,0.6,9.4,5.0
356,9.9,0.28,0.49,2.3,0.081,5.0,14.0,0.9972,3.27,0.76,11.1,6.0
357,8.3,0.62,0.26,2.6,0.071,7.0,17.0,0.99704,3.35,0.54,10.1,3.0
358,9.8,0.68,0.03,2.1,0.069,5.0,16.0,0.9968,3.42,0.64,10.4,6.0
359,6.7,0.61,0.04,2.3,0.054,15.0,58.0,0.9972,3.54,0.58,11.2,6.0
360,9.1,0.45,0.49,2.4,0.077,16.0,38.0,0.99606,3.18,0.5,9.9,6.0
361,6.3,0.57,0.05,1.7,0.085,10.0,26.0,0.9971,3.44,0.58,10.8,6.0
362,7.7,0.58,0.0,1.6,0.08,6.0,14.0,0.999,3.39,0.58,9.9,6.0
363,11.9,0.42,0.49,2.0,0.078,13.0,35.0,0.9987,3.38,0.93,10.7,6.0
364,8.4,0.645,0.16,2.0,0.084,18.0,64.0,0.9963,3.29,0.6,11.2,6.0
365,7.1,0.31,0.49,1.6,0.089,5.0,28.0,0.9988,3.4,0.66,10.6,5.0
366,6.9,0.63,0.01,1.8,0.0969999999999999,9.0,19.0,0.99693,3.45,0.64,9.9,5.0
367,8.1,0.67,0.0,2.1,0.094,20.0,44.0,0.99735,3.31,0.54,10.0,6.0
368,6.7,0.51,0.22,2.5,0.079,23.0,32.0,0.99746,3.36,0.54,11.2,7.0
369,8.5,0.77,0.0,2.3,0.065,25.0,60.0,0.9978,3.33,0.6,9.5,5.0
370,8.6,0.66,0.21,2.6,0.077,8.0,28.0,0.9959,3.31,0.59,10.5,6.0
371,6.6,0.765,0.0,1.7,0.073,5.0,14.0,0.99745,3.38,0.52,11.8,7.0
372,6.4,0.49,0.0,2.1,0.074,8.0,18.0,0.9967,3.44,0.56,9.1,6.0
373,7.4,0.58,0.15,2.3,0.061,23.0,48.0,0.9965,3.51,0.58,9.8,7.0
374,6.8,0.47,0.29,2.2,0.079,23.0,58.0,0.9955,3.36,0.63,9.5,6.0
375,5.9,0.74,0.0,2.4,0.068,27.0,63.0,0.9994,3.63,0.63,12.6,7.0
376,7.9,0.63,0.17,2.0,0.091,16.0,34.0,0.99562,3.22,0.54,11.0,5.0
377,8.3,0.49,0.17,2.0,0.0819999999999999,9.0,24.0,0.9982,3.34,0.52,9.6,5.0
378,7.0,0.78,0.14,1.8,0.076,30.0,131.0,0.9978,3.38,0.56,9.4,6.0
379,7.2,0.74,0.22,1.9,0.079,14.0,81.0,0.99746,3.33,0.52,9.4,4.0
380,8.0,0.52,0.25,2.2,0.078,16.0,61.0,0.9991,3.12,0.73,9.4,5.0
381,8.7,0.43,0.24,2.1,0.079,7.0,22.0,0.99572,3.22,0.52,10.3,7.0
382,8.2,0.69,0.0,2.0,0.085,16.0,35.0,0.9971,3.52,0.68,11.0,7.0
383,8.1,0.34,0.24,2.0,0.077,30.0,51.0,0.9971,3.27,0.81,9.4,6.0
384,8.3,0.49,0.25,2.1,0.081,9.0,27.0,0.99516,3.2,0.52,11.1,6.0
385,9.9,0.24,0.49,2.0,0.074,10.0,24.0,0.9978,3.29,0.61,9.5,6.0
386,7.8,0.52,0.01,2.1,0.08,25.0,99.0,0.9973,3.47,0.51,9.3,6.0
387,6.6,0.48,0.1,2.3,0.069,5.0,15.0,0.9983,3.44,0.52,10.2,6.0
388,8.3,0.48,0.5,1.9,0.073,6.0,21.0,0.9972,3.41,0.58,9.5,6.0
389,6.9,0.63,0.01,1.8,0.076,8.0,31.0,0.9964,3.54,0.93,9.8,5.0
390,7.8,0.53,0.3,2.4,0.092,12.0,28.0,0.9988,3.36,0.6,9.8,5.0
391,11.6,0.26,0.48,1.9,0.078,6.0,11.0,0.9987,3.21,0.86,11.6,7.0
392,10.1,0.3,0.44,1.8,0.067,6.0,28.0,0.9964,3.27,0.68,9.7,5.0
393,6.4,0.59,0.01,2.6,0.078,11.0,37.0,0.9958,3.35,0.67,10.5,6.0
394,8.1,0.36,0.42,2.4,0.0819999999999999,11.0,44.0,0.9964,3.15,0.65,12.5,7.0
395,11.3,0.24,0.44,1.8,0.092,10.0,18.0,0.998,3.31,0.87,11.0,7.0
396,11.7,0.36,0.4,1.8,0.0819999999999999,15.0,23.0,0.9974,3.38,0.52,10.3,7.0
397,8.0,0.36,0.3,2.3,0.074,51.0,70.0,0.9964,3.3,0.56,11.0,7.0
398,9.1,0.46,0.34,2.2,0.0819999999999999,17.0,35.0,0.99743,3.23,0.62,9.4,5.0
399,10.9,0.55,0.32,2.2,0.078,6.0,27.0,0.9967,3.17,0.64,9.7,5.0
400,7.0,0.3,0.25,2.5,0.08,25.0,58.0,0.9994,3.37,0.62,10.0333333333333,6.0
401,8.0,0.67,0.0,2.3,0.073,5.0,8.0,0.9972,3.32,0.48,11.3,7.0
402,10.8,0.6,0.49,2.9,0.067,3.0,8.0,0.9978,3.22,0.6,12.0,7.0
403,7.2,0.61,0.0,2.5,0.104,14.0,28.0,0.99704,3.35,0.62,9.9,5.0
404,7.3,0.58,0.25,2.4,0.073,27.0,89.0,0.9976,3.3,0.53,9.7,5.0
405,6.9,0.58,0.29,2.1,0.07,9.0,58.0,0.9987,3.28,0.77,11.4,6.0
406,7.8,0.44,0.25,2.1,0.074,14.0,86.0,0.9961,3.41,0.65,9.5,5.0
407,9.6,0.78,0.47,1.9,0.078,6.0,21.0,0.9994,3.4,0.87,9.6,5.0
408,7.1,0.45,0.4,1.7,0.067,14.0,29.0,0.9969,3.42,0.57,10.9,5.0
409,8.8,0.6,0.05,2.0,0.071,12.0,28.0,0.9987,3.47,0.56,9.4,6.0
410,10.3,0.27,0.48,5.6,0.0819999999999999,17.0,37.0,0.99686,3.26,0.6,9.3,6.0
411,6.2,0.54,0.02,1.6,0.09,8.0,25.0,0.9968,3.61,0.56,9.7,5.0
412,8.9,0.46,0.22,2.2,0.071,5.0,13.0,0.9978,3.34,0.58,9.5,5.0
413,8.3,0.45,0.3,2.5,0.069,15.0,41.0,0.99734,3.17,0.44,9.5,6.0
414,6.6,0.5,0.02,2.0,0.057,36.0,48.0,0.9956,3.42,0.57,10.1,5.0
415,12.6,0.33,0.49,1.8,0.054,5.0,31.0,0.9963,3.33,0.6,9.8,4.0
416,6.9,0.7,0.04,2.0,0.074,13.0,31.0,0.99566,3.53,0.6,10.0,7.0
417,7.1,0.73,0.13,2.8,0.086,27.0,52.0,0.9956,3.36,0.59,9.4,5.0
418,10.3,0.39,0.49,2.3,0.093,8.0,19.0,0.9991,3.23,0.6,10.5,5.0
419,7.8,0.5,0.28,2.9,0.07,22.0,44.0,0.99572,3.41,0.59,11.1,6.0
420,5.6,0.5,0.0,2.6,0.054,14.0,26.0,0.99494,3.35,0.49,10.1,6.0
421,6.3,0.51,0.03,2.2,0.081,8.0,19.0,0.99664,3.37,0.77,10.3,5.0
422,7.1,0.4,0.0,2.2,0.073,7.0,18.0,0.99531,3.41,0.69,10.7,6.0
423,10.3,0.39,0.49,2.2,0.072,11.0,20.0,0.99656,3.33,0.62,10.0,7.0
424,9.1,0.46,0.24,2.8,0.075,20.0,49.0,0.99655,3.36,0.79,10.0,6.0
425,7.1,0.33,0.31,2.6,0.094,12.0,68.0,0.99572,3.36,0.72,12.4,7.0
426,7.0,0.76,0.06,2.4,0.062,13.0,28.0,0.9964,3.36,0.54,9.8,5.0
427,7.0,0.715,0.15,2.1,0.092,17.0,89.0,0.997,3.3,0.53,9.2,5.0
428,8.6,0.54,0.26,2.1,0.077,34.0,51.0,0.9986,3.34,0.57,10.1,5.0
429,9.9,0.59,0.34,1.6,0.077,6.0,14.0,0.9957,3.22,0.59,9.3,5.0
430,8.8,0.61,0.07,2.3,0.08,16.0,42.0,0.9991,3.56,0.59,10.5,5.0
431,9.3,0.6,0.23,2.9,0.091,7.0,14.0,0.99712,3.32,0.65,9.2,6.0
432,11.5,0.37,0.49,2.2,0.0819999999999999,10.0,37.0,0.9987,3.3,0.73,10.5,6.0
433,6.6,0.58,0.0,2.2,0.077,17.0,60.0,0.9983,3.42,0.57,9.8,5.0
434,7.5,0.4,0.43,1.9,0.072,11.0,23.0,0.99656,3.22,0.54,9.8,6.0
435,8.4,0.47,0.24,2.0,0.085,5.0,13.0,0.99504,3.25,0.56,10.2,5.0
436,7.1,0.49,0.24,2.3,0.078,17.0,36.0,0.9984,3.31,0.79,10.4,6.0
437,9.3,0.28,0.43,2.1,0.078,6.0,28.0,0.9971,3.44,0.76,11.5,6.0
438,9.8,0.63,0.21,2.1,0.062,22.0,63.0,0.9955,3.32,0.52,9.3,5.0
439,9.0,0.6,0.24,2.1,0.079,38.0,66.0,0.99672,3.1,0.62,11.1,7.0
440,8.1,0.6,0.24,2.2,0.077,23.0,54.0,0.99538,3.22,0.66,11.1,5.0
441,5.1,0.66,0.0,2.4,0.076,15.0,40.0,0.9994,3.26,0.53,13.566666666666698,5.0
442,7.8,0.31,0.4,2.1,0.08,23.0,45.0,0.99734,3.12,0.55,10.0,4.0
443,7.3,0.65,0.0,2.1,0.068,16.0,49.0,0.99572,3.41,0.53,12.9,7.0
444,11.9,0.42,0.49,3.0,0.076,3.0,10.0,1.0001,3.2,0.62,9.9,6.0
445,6.8,0.5,0.26,2.7,0.08,30.0,77.0,0.9952,3.41,0.57,9.4,5.0
446,10.0,0.39,0.66,2.1,0.094,10.0,22.0,0.998,3.3,0.56,11.1,7.0
447,9.2,0.41,0.39,2.0,0.0579999999999999,7.0,49.0,0.99656,3.2,0.73,9.7,6.0
448,8.7,0.47,0.07,2.0,0.07,5.0,12.0,0.99572,3.22,0.57,9.4,5.0
449,9.9,0.41,0.44,2.1,0.054,10.0,24.0,0.9976,3.24,0.69,11.5,5.0
450,7.8,0.51,0.29,1.8,0.0969999999999999,14.0,25.0,0.9973,3.36,0.55,9.5,5.0
451,6.8,0.28,0.49,2.4,0.068,10.0,46.0,0.99534,3.17,0.81,10.4,5.0
452,12.6,0.28,0.64,2.0,0.089,4.0,28.0,0.9973,3.38,0.61,9.7,6.0
453,8.7,1.005,0.0,1.6,0.091,8.0,23.0,0.99564,3.35,0.59,11.0,6.0
454,7.7,0.6,0.13,2.1,0.065,11.0,65.0,0.9984,3.36,0.57,10.2,6.0
455,7.8,0.35,0.49,2.5,0.087,8.0,45.0,0.9976,3.35,0.63,9.8,5.0
456,6.6,0.49,0.11,1.8,0.078,5.0,18.0,0.99354,3.17,0.58,11.6,6.0
457,9.9,0.45,0.24,2.0,0.074,24.0,81.0,0.99774,3.21,0.64,9.4,6.0
458,6.6,0.55,0.04,2.0,0.081,6.0,12.0,0.9964,3.15,0.73,11.2,8.0
459,6.5,0.35,0.26,2.6,0.064,10.0,25.0,0.9993,3.38,0.61,11.8,6.0
460,9.3,0.715,0.2,2.3,0.0819999999999999,6.0,18.0,0.99586,3.17,0.66,10.3,4.0
461,6.8,0.735,0.0,1.7,0.086,6.0,14.0,0.9988,3.51,0.57,9.6,5.0
462,11.5,0.6,0.49,2.2,0.05,16.0,44.0,0.9996,3.29,0.73,11.9,7.0
463,7.0,0.645,0.23,2.5,0.077,11.0,89.0,0.99534,3.26,0.56,9.5,5.0
464,7.0,0.58,0.0,2.1,0.071,27.0,39.0,0.99498,3.28,0.55,11.7,6.0
465,7.2,0.33,0.49,2.5,0.068,8.0,28.0,0.9987,3.36,0.59,10.2,5.0
466,7.9,0.52,0.0,2.3,0.078,18.0,41.0,0.9988,3.2,0.79,9.5,6.0
467,7.0,0.59,0.02,1.9,0.055,6.0,28.0,0.99498,3.36,0.68,9.6,5.0
468,7.2,0.57,0.0,2.4,0.079,24.0,48.0,0.9981,3.36,0.6,11.4,6.0
469,8.1,0.54,0.1,2.3,0.084,3.0,10.0,0.99704,3.35,0.53,9.6,5.0
470,8.8,0.61,0.09,2.4,0.086,34.0,54.0,0.9964,3.36,0.43,9.5,5.0
471,7.3,0.43,0.29,1.9,0.0819999999999999,4.0,10.0,0.9964,3.3,0.68,9.0,7.0
472,6.9,0.56,0.07,1.9,0.077,3.0,15.0,0.99648,3.19,0.55,9.5,5.0
473,8.0,0.69,0.13,1.7,0.068,7.0,16.0,0.9968,3.29,0.6,10.0,6.0
474,8.3,0.41,0.2,2.6,0.0559999999999999,6.0,18.0,0.9978,3.36,0.62,10.3,6.0
475,10.1,0.5,0.66,2.4,0.063,5.0,19.0,0.9963,3.28,0.54,9.9,5.0
476,6.4,0.62,0.17,2.6,0.074,5.0,26.0,0.99652,3.36,0.6,10.5,6.0
477,7.6,0.67,0.0,2.1,0.079,8.0,24.0,0.9968,3.35,0.87,10.3,6.0
478,9.0,0.38,0.38,2.9,0.0819999999999999,5.0,10.0,0.9964,3.26,0.59,12.4,6.0
479,7.2,0.43,0.24,2.6,0.083,41.0,54.0,0.9988,3.14,0.61,10.5,6.0
480,7.3,0.43,0.11,1.9,0.072,32.0,71.0,0.99549,3.58,0.58,9.4,5.0
481,8.3,0.59,0.17,2.0,0.077,6.0,18.0,0.99746,3.17,0.48,9.5,6.0
482,8.5,0.43,0.32,2.3,0.068,8.0,18.0,0.9972,3.16,0.57,12.5,4.0
483,11.2,0.32,0.48,2.4,0.081,5.0,12.0,0.9962,3.32,0.73,11.4,7.0
484,8.7,0.78,0.1,2.6,0.0819999999999999,5.0,19.0,0.9972,3.32,0.56,9.3,5.0
485,9.9,0.39,0.38,2.4,0.094,18.0,66.0,0.9968,3.11,0.93,9.4,6.0
486,7.0,0.6,0.0,1.9,0.078,31.0,60.0,0.9988,3.48,0.54,9.7,5.0
487,12.5,0.62,0.49,2.4,0.078,9.0,18.0,0.9956,3.45,0.73,12.0,7.0
488,7.9,0.48,0.36,2.0,0.0819999999999999,12.0,74.0,0.99668,3.26,0.54,9.6,5.0
489,7.2,0.51,0.2,2.4,0.077,15.0,28.0,0.9987,3.36,0.74,10.9,6.0
490,8.8,0.46,0.12,1.6,0.071,6.0,15.0,0.9983,3.32,0.6,9.0,6.0
491,8.8,0.7,0.06,2.3,0.062,19.0,38.0,0.9994,3.29,0.56,11.8,7.0
492,7.9,0.54,0.26,2.5,0.073,9.0,24.0,0.99652,3.36,0.61,11.0,6.0
493,12.1,0.38,0.48,2.1,0.076,5.0,13.0,0.99668,3.37,0.64,11.0,7.0
494,7.6,0.61,0.04,3.3,0.076,18.0,49.0,0.9988,3.36,0.56,9.6,5.0
495,7.2,0.785,0.02,1.8,0.071,11.0,18.0,0.9982,3.47,0.49,9.8,5.0
496,10.0,0.39,0.66,2.6,0.093,6.0,19.0,0.9988,3.07,0.54,11.8,5.0
497,7.0,0.4,0.25,2.6,0.0819999999999999,13.0,28.0,0.9976,3.34,0.53,9.5,5.0
498,11.1,0.6,0.3,1.9,0.092,6.0,14.0,0.99562,3.2,0.55,9.5,5.0
499,7.9,0.63,0.0,2.2,0.065,16.0,45.0,0.997,3.33,0.63,9.7,5.0
500,8.7,0.43,0.4,1.9,0.086,21.0,55.0,0.99572,3.26,0.6,9.8,5.0
501,7.0,0.63,0.14,2.4,0.071,15.0,25.0,0.99572,3.26,0.54,10.5,4.0
502,8.8,0.67,0.21,2.7,0.076,6.0,15.0,0.99498,3.21,0.58,11.8,6.0
503,9.9,0.43,0.32,2.0,0.061,16.0,44.0,0.9962,3.16,0.72,12.3,7.0
504,6.5,0.59,0.05,2.1,0.08,5.0,19.0,0.9966,3.51,0.65,10.1,6.0
505,11.1,0.52,0.24,2.7,0.0579999999999999,6.0,12.0,0.998,3.27,0.88,12.6,6.0
506,7.8,0.55,0.06,1.8,0.065,7.0,21.0,0.99498,3.35,0.72,11.0,7.0
507,7.2,0.58,0.03,2.0,0.0819999999999999,27.0,46.0,0.9994,3.32,0.55,9.5,6.0
508,7.8,0.745,0.21,2.0,0.08,6.0,24.0,0.9976,3.55,0.54,9.2,5.0
509,10.2,0.6,0.45,2.3,0.066,9.0,22.0,0.9984,3.23,0.64,10.0,5.0
510,7.8,0.38,0.24,2.0,0.07,6.0,14.0,0.99749,3.42,0.53,9.6,5.0
511,8.8,0.4,0.3,1.9,0.104,19.0,66.0,0.99656,3.26,0.59,9.6,5.0
512,6.9,0.62,0.07,1.9,0.068,10.0,44.0,0.99448,3.36,0.46,12.3,7.0
513,7.6,0.77,0.0,1.7,0.068,9.0,38.0,0.9959,3.36,0.4,9.5,5.0
514,9.7,0.37,0.5,2.1,0.077,6.0,32.0,0.9994,3.3,0.55,11.0,6.0
515,7.2,0.41,0.49,1.9,0.074,5.0,10.0,0.9952,3.35,0.55,10.0,5.0
516,10.2,0.38,0.42,2.1,0.077,5.0,23.0,0.9976,3.32,0.49,10.2,5.0
517,7.2,0.62,0.0,2.1,0.0969999999999999,14.0,28.0,0.9982,3.27,0.59,9.8,6.0
518,7.8,0.4,0.18,2.0,0.079,28.0,64.0,0.99552,3.61,0.81,9.5,5.0
519,11.3,0.31,0.52,1.8,0.075,3.0,15.0,0.9966,3.19,1.13,9.8,6.0
520,7.8,0.52,0.19,1.9,0.07,19.0,86.0,0.99728,3.36,0.54,9.7,6.0
521,7.9,0.43,0.32,2.0,0.076,17.0,60.0,0.9966,3.2,0.72,9.5,6.0
522,7.3,0.87,0.0,2.0,0.066,12.0,47.0,0.9962,3.45,0.57,9.5,6.0
523,8.9,0.31,0.4,2.2,0.075,12.0,47.0,0.9982,3.21,0.65,10.4,6.0
524,7.4,0.52,0.17,2.0,0.106,13.0,31.0,0.9976,3.29,0.77,9.7,5.0
525,9.5,0.42,0.34,1.8,0.07,7.0,20.0,0.9972,3.37,0.62,9.5,5.0
526,6.5,0.62,0.02,5.5,0.07,9.0,16.0,0.9986,3.61,0.7,12.2,6.0
527,9.7,0.52,0.26,1.8,0.078,7.0,17.0,0.99668,3.32,0.83,10.9,6.0
528,6.0,0.31,0.33,2.1,0.092,6.0,13.0,0.99774,3.6,0.47,9.5,6.0
529,7.3,0.57,0.03,2.2,0.077,7.0,14.0,0.99744,3.37,0.54,9.5,5.0
530,7.8,0.38,0.49,2.6,0.054,8.0,18.0,0.99387,3.29,0.55,11.7,4.0
531,8.8,0.4,0.34,2.3,0.094,16.0,42.0,0.99472,3.3,0.71,9.2,5.0
532,8.8,0.58,0.24,1.6,0.093,12.0,35.0,0.99557,3.39,0.56,9.2,5.0
533,6.8,0.855,0.0,2.5,0.079,16.0,24.0,0.9956,3.51,0.57,11.0,6.0
534,7.6,0.49,0.04,2.1,0.062,11.0,65.0,0.9968,3.39,0.55,9.5,6.0
535,6.7,0.51,0.02,2.0,0.0579999999999999,10.0,43.0,0.99444,3.41,0.57,12.4,5.0
536,11.8,0.49,0.69,2.1,0.077,6.0,15.0,0.9948,3.31,0.85,10.2,6.0
537,7.9,0.46,0.26,2.4,0.074,16.0,65.0,0.9978,3.29,0.62,9.9,5.0
538,6.8,0.57,0.02,2.0,0.079,29.0,37.0,0.99458,3.37,0.58,9.7,5.0
